id;code;name;parent_id
578;01.11.01.07.20;ГИДРОАККУМУЛЯТОРЫ;11
579;01.11.04.02.01.01;БЛОКИ ОКОННЫЕ ПЛАСТИКОВЫЕ;11
580;01.02.11.01.05.39.01;СИСТЕМА СТАБИЛОГРАФИИ;2
581;01.20.07.15;ТЕРМОМЕТРЫ БЫТОВЫЕ ЖИДКОСТНЫЕ;20
582;01.16.32.04;СТОЛЫ ПРОИЗВОДСТВЕННЫЕ КУХОННЫЕ;16
583;01.11.02.02.03.04;ПАССАТИЖИ;11
584;01.11.04.02.07;ПОДОКОННИКИ;11
585;01.10.05.01.03;ОБОРУДОВАНИЕ ДЛЯ УПРАВЛЕНИЯ СВЕТОМ И ЕГО ЭЛЕМЕНТЫ;10
586;01.18.05.01;УДОБРЕНИЯ ДЛЯ ЦВЕТОВ И ДРУГИХ ДЕКОРАТИВНЫХ РАСТЕНИЙ;18
587;01.15.01.01.08;БУМАГА ДЛЯ ПЛОТТЕРОВ И КОПИРОВАЛЬНЫХ РАБОТ;15
588;01.13.04.04.01;КЛАВИАТУРА;13
589;01.11.01.08.12.08;РЕЛЕ НАПРЯЖЕНИЯ, УПРАВЛЕНИЯ, ЭЛЕКТРОТЕПЛОВЫЕ, ТОКА;11
590;01.11.01.08.12.09;КОНТАКТОРЫ И ПУСКАТЕЛИ;11
591;01.13.04.01.01.06;МОНИТОР, ПОДКЛЮЧАЕМЫЙ К КОМПЬЮТЕРУ;13
592;01.16.16.02.07;СТЕЛЛАЖИ АРХИВНЫЕ МЕТАЛЛИЧЕСКИЕ;16
593;01.18.05.02.02;ГЕРБИЦИДЫ;18
594;01.11.02.01.12;ПИСТОЛЕТЫ КЛЕЕВЫЕ ЭЛЕКТРИЧЕСКИЕ;11
595;01.11.02.10.99;РАСХОДНЫЕ МАТЕРИАЛЫ К ИНСТРУМЕНТУ СТРОИТЕЛЬНОМУ ПРОЧИЕ;11
596;01.03.03.03;СИСТЕМЫ ВИДЕОНАБЛЮДЕНИЯ, ОБОРУДОВАНИЕ ДЛЯ НИХ;3
597;01.13.23.01;СЕРТИФИКАТЫ НА ТЕХНИЧЕСКУЮ ПОДДЕРЖКУ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ;13
598;03.07.99.09;ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И РЕМОНТ КОНТРОЛЬНО-КАССОВОЙ ТЕХНИКИ (ККТ);60
599;01.02.11.01.07.08.02;УСТАНОВКИ ОБЕЗЗАРАЖИВАНИЯ МЕДИЦИНСКИХ ОТХОДОВ;2
600;01.11.02.02.07.02;ОТВЕРТКИ;11
601;01.25.09.02;ТЕРМОМЕТР БИМЕТАЛЛИЧЕСКИЙ;24
602;01.13.03.05;СЕРВЕР;13
603;01.03.02.09;РОЛЬСТАВНИ И КОМПЛЕКТУЮЩИЕ К НИМ;3
604;01.08.01.01.08.33;УТЯЖЕЛИТЕЛИ ЛЕНТОЧНЫЕ;8
605;01.02.10.50.29.01;ОРТЕЗЫ;2
606;01.12.02.03;МАТЕРИАЛЫ ПРОТИВОГОЛОЛЕДНЫЕ КОМБИНИРОВАННЫЕ;12
607;01.11.03.03.02.02;СТЕКЛО ЗАКАЛЕННОЕ;11
608;01.04.04.24;ПРИБОРЫ СИГНАЛИЗАЦИИ ДЛЯ СПАСАТЕЛЬНЫХ СЛУЖБ И СЛУЖБ ГРАЖДАНСКОЙ ОБОРОНЫ;4
609;01.11.04.01.01.04.02;БЛОКИ ДВЕРНЫЕ ДЕРЕВЯННЫЕ И КОМБИНИРОВАННЫЕ;11
610;01.11.01.07.02.03;УСТАНОВКИ ПОДГОТОВКИ ВОДЫ ИЗ ВОДОЗАБОРА;11
611;01.12.05.02;ГАЗОНОКОСИЛКИ;12
612;01.02.11.04.07.01.02;СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ СТЕРИЛИЗАТОРОВ ПАРОВЫХ;2
613;01.06.05;ОБОРУДОВАНИЕ ДЛЯ УРОКОВ ТРУДА;6
614;01.26.09;ФЛОКУЛЯНТЫ ДЛЯ ВОДООЧИСТКИ И ВОДОПОДГОТОВКИ;25
615;03.33.06.06;ПЕРЕВОЗКА ПАССАЖИРОВ АВТОБУСОМ ПО ЗАКАЗАМ, КРОМЕ СОЦИАЛЬНОГО ТАКСИ;83
616;01.11.04.03.02.08;ПРОВОДА МОНТАЖНЫЕ;11
617;01.11.03.06;МАТЕРИАЛЫ СТРОИТЕЛЬНЫЕ ПОЛИМЕРНЫЕ;11
618;01.20.05.01.10;СРЕДСТВА ДЛЯ ИНДИВИДУАЛЬНОЙ ЗАЩИТЫ КОЖИ;20
619;01.15.05.04.04;КЛЕИ КАНЦЕЛЯРСКИЕ;15
620;01.15.05.04.06.01;СКРЕПКИ КАНЦЕЛЯРСКИЕ;15
621;01.18.05.03;БИОЛОГИЧЕСКИ АКТИВНЫЕ ВЕЩЕСТВА ДЛЯ ЦВЕТОВ И РАСТЕНИЙ;18
622;01.11.02.03.11;ШТАНГЕНЦИРКУЛИ;11
623;01.15.03.15.01;ПАПКИ АДРЕСНЫЕ ИЗ МАТЕРИАЛА НА БУМАЖНОЙ ОСНОВЕ;15
624;01.02.09.12.03;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ БРОНХИАЛЬНОЙ АСТМЫ,R03;2
625;01.16.28.05;ФУРНИТУРА ДЛЯ МЕБЕЛИ ДЕРЕВЯННАЯ;16
626;01.02.10.12.01.01;ЛЕЙКОПЛАСТЫРИ МЕДИЦИНСКИЕ;2
627;01.02.10.12.01.08;ПОВЯЗКИ МЕДИЦИНСКИЕ;2
628;01.15.07.15;КРАСКИ ДЛЯ РИСОВАНИЯ;15
629;01.11.06.02.02;ТРУБЫ ТРУБОПРОВОДОВ ИЗ ЦВЕТНЫХ МЕТАЛЛОВ;11
630;01.20.09.01.08;ИГРУШКИ ДЛЯ АКТИВНОГО ОТДЫХА;20
631;01.15.05.02.06.03.04;ЛЮВЕРСЫ МЕТАЛЛИЧЕСКИЕ;15
632;01.01.07.01;КОНФЕТЫ;1
633;01.11.02.01.13;ФРЕЗЕРЫ РУЧНЫЕ ЭЛЕКТРИЧЕСКИЕ;11
634;01.12.04.01.01;МАШИНЫ ПОДМЕТАЛЬНО-УБОРОЧНЫЕ МЕХАНИЧЕСКИЕ;12
635;01.13.07.07;МОДУЛИ WI-FI;13
636;01.25.02.03.01;ХОЛОДИЛЬНИКИ КУХОННЫЕ ПРОМЫШЛЕННЫЕ;24
637;01.11.01.07.01.02;ЧАСТИ ЗАПАСНЫЕ К НАСОСАМ И КОМПРЕССОРАМ;11
638;01.11.03.05.08.02;ГРУНТОВКИ УНИВЕРСАЛЬНЫЕ;11
639;01.11.03.05.06.02;ЛАКИ ДЛЯ МЕТАЛЛА И БЕТОНА;11
640;01.02.11.04.12.01.13;СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АНАЛИЗАТОРОВ ГЕМОСТАЗИОЛОГИЧЕСКИХ;2
641;01.20.03.03.05.01;УРНЫ ДЛЯ МУСОРА МЕТАЛЛИЧЕСКИЕ;20
642;01.13.14.01;РАСХОДНЫЕ МАТЕРИАЛЫ И КОМПЛЕКТУЮЩИЕ ДЛЯ УСТРОЙСТВ КОПИРОВАЛЬНО-МНОЖИТЕЛЬНЫХ;13
643;01.13.14.99;РАСХОДНЫЕ МАТЕРИАЛЫ И КОМПЛЕКТУЮЩИЕ ДЛЯ ОРГТЕХНИКИ ПРОЧИЕ;13
644;01.13.08.02;КАБЕЛИ ВОЛОКОННО-ОПТИЧЕСКИЕ;13
645;01.11.09.03.01.02;СТРЕМЯНКИ;11
646;01.19.04.06.10;САПОГИ РЕЗИНОВЫЕ ФОРМОВЫЕ;19
647;01.11.03.05.17;ОТВЕРДИТЕЛИ (СИККАТИВЫ) ДЛЯ ЛАКОКРАСОЧНЫХ МАТЕРИАЛОВ;11
648;01.11.01.03.11.03;РАДИАТОРЫ;11
649;01.11.02.03.02;ИНСТРУМЕНТ МЕРИТЕЛЬНЫЙ РУЧНОЙ;11
650;01.02.11.01.13.04.02;СТОЛЫ МАССАЖНЫЕ;2
651;01.02.11.03.24.04;КУШЕТКИ МЕДИЦИНСКИЕ СМОТРОВЫЕ;2
652;01.02.11.03.24.03;СТОЛ/КУШЕТКА МАССАЖНЫЙ, БЕЗ ЭЛЕКТРОПИТАНИЯ, НЕПОРТАТИВНЫЙ;2
653;01.20.08.01;ПРЕДМЕТЫ ИНТЕРЬЕРА ДЕКОРАТИВНЫЕ;20
654;01.11.02.02.07.01.06;КЛЮЧИ МОМЕНТНЫЕ (ДИНАМОМЕТРИЧЕСКИЕ);11
655;01.02.11.04.12.01.07;СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АНАЛИЗАТОРОВ ГАЗОВ КРОВИ И ЭЛЕКТРОЛИТОВ;2
656;01.02.10.33.17.04;НАКОНЕЧНИК ПНЕВМАТИЧЕСКОЙ СИСТЕМЫ ДЛЯ ОЧИСТКИ КОРНЕВЫХ КАНАЛОВ/СНЯТИЯ ЗУБНЫХ ОТЛОЖЕНИЙ;2
657;01.20.01.03.01.01;ЭЛЕКТРОЧАЙНИКИ БЫТОВЫЕ;20
658;01.11.02.10.03.03;ПРОВОЛОКА СВАРОЧНАЯ;11
659;01.20.07.11.06.01.05;КОНТЕЙНЕРЫ ПЛАСТМАССОВЫЕ;20
660;01.11.04.02.04;ФУРНИТУРА ДЛЯ ОКОН МЕТАЛЛИЧЕСКАЯ;11
661;01.15.03.15.02;ПАПКИ АДРЕСНЫЕ КОЖАНЫЕ;15
662;01.15.05.04.09.02;БИРКИ ДЛЯ КЛЮЧЕЙ;15
663;01.08.01.09.28;НАБОРЫ ДЛЯ ГИМНАСТИЧЕСКИХ УПРАЖНЕНИЙ И ИГР;8
664;01.24.04.01.01;НАМАТРАСНИКИ;23
665;01.02.10.49.01;ФИЛЬТРЫ ДЛЯ ОБОРУДОВАНИЯ;2
666;01.13.13.01.04;РАСХОДНЫЕ МАТЕРИАЛЫ И КОМПЛЕКТУЮЩИЕ ДЛЯ ПРИНТЕРОВ, ПЕЧАТАЮЩИХ НЕ НА БУМАГЕ;13
667;01.10.03.01;БЛОКИ ПИТАНИЯ (КРОМЕ БЛОКОВ ПИТАНИЯ ДЛЯ КОМПЬЮТЕРНОЙ ТЕХНИКИ);10
668;03.07.02.03;ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ВЕНТИЛЯЦИОННОГО ОБОРУДОВАНИЯ;60
669;01.11.01.09.03;КОМПЛЕКТУЮЩИЕ И ЗАПАСНЫЕ ЧАСТИ ДЛЯ УСТАНОВКИ ГОРИЗОНТАЛЬНОГО НАПРАВЛЕННОГО БУРЕНИЯ;11
670;01.20.99.05.02;ИНСТРУМЕНТ БЫТОВОЙ, КРОМЕ ЭЛЕКТРОИНСТРУМЕНТА;20
671;01.16.31.06.01;ШКАФЫ ДЛЯ ОДЕЖДЫ ДЕТСКИЕ;16
672;01.03.02.10;ЗАМКИ ДЛЯ ОХРАНЫ И ОБЕСПЕЧЕНИЯ БЕЗОПАСНОСТИ;3
673;01.11.03.05.11.99;ПОКРЫТИЯ АНТИКОРРОЗИОННЫЕ ПРОЧИЕ;11
674;01.11.01.03.11.13;ЗАПЧАСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ОТОПИТЕЛЬНОГО ОБОРУДОВАНИЯ;11
675;01.13.11.03.05.03.99;УСТРОЙСТВА ЗВУКОУСИЛЕНИЯ ПРОЧИЕ;13
676;01.02.10.43.05.02;КОНТЕЙНЕРЫ И ПРОБИРКИ ДЛЯ БИОЛОГИЧЕСКИХ ПРОБ;2
677;01.11.02.01.06;КРАСКОПУЛЬТЫ;11
678;01.11.01.05.90;ПОДЪЕМНО-ТРАНСПОРТНЫЕ МАШИНЫ, ОБОРУДОВАНИЕ ПРОЧИЕ И ЗАПАСНЫЕ ЧАСТИ К НИМ;11
679;01.02.10.53.07;ЗЕРКАЛА ГИНЕКОЛОГИЧЕСКИЕ;2
680;01.19.10.17.05;РУКАВИЦЫ ДЛЯ ЗАЩИТЫ ОТ ВНЕШНИХ ВОЗДЕЙСТВИЙ;19
681;01.11.02.02.07.01.05;КЛЮЧИ ГАЕЧНЫЕ С ОТКРЫТЫМ ЗЕВОМ;11
682;01.09.08.10.05.02;ШИНЫ ДЛЯ ГРУЗОВЫХ АВТОМОБИЛЕЙ И СПЕЦТЕХНИКИ, ПОКРЫШКИ И КАМЕРЫ РЕЗИНОВЫЕ;9
683;01.16.32.02;ШКАФЫ КУХОННЫЕ;16
684;01.02.11.01.14.38;СИСТЕМА ПНЕВМАТИЧЕСКАЯ ДЛЯ ОЧИСТКИ КОРНЕВЫХ КАНАЛОВ/СНЯТИЯ ЗУБНЫХ ОТЛОЖЕНИЙ;2
685;01.08.01.17.26;СНАРЯДЫ ДЛЯ ФУНКЦИОНАЛЬНОГО ТРЕНИНГА;8
686;01.15.01.05;ФОТОБУМАГА;15
687;01.11.03.01.02.02.02.02;ПРОКАТ ЛИСТОВОЙ ХОЛОДНОКАТАНЫЙ;11
688;01.01.01.11;МАКАРОНЫ, ЛАПША И АНАЛОГИЧНЫЕ МУЧНЫЕ ИЗДЕЛИЯ;1
689;01.11.03.05.16;МОРИЛКИ;11
690;01.11.06.01.06.07;РЕВИЗИИ ИЗ НПВХ ДЛЯ СИСТЕМ НАРУЖНОЙ КАНАЛИЗАЦИИ;11
691;01.20.06.04.02;ПОСУДА ОДНОРАЗОВАЯ БУМАЖНАЯ;20
692;01.10.01.01.05;ДРОВА;10
693;01.20.05.03.04.06;САЛФЕТКИ ГИГИЕНИЧЕСКИЕ ВЛАЖНЫЕ;20
694;01.15.05.18;ЛИНЕЙКИ;15
695;01.11.02.02.04.02;КИСТИ И ЩЕТКИ МАЛЯРНЫЕ;11
696;01.15.04.01.11;НАБОРЫ РУЧЕК КАНЦЕЛЯРСКИХ;15
697;01.01.07.06.01;ПРЯНИКИ;1
698;01.15.05.15;НОЖНИЦЫ КАНЦЕЛЯРСКИЕ;15
699;01.11.03.14.12;СЕТКИ ПРОВОЛОЧНЫЕ СТАЛЬНЫЕ С КВАДРАТНЫМИ ЯЧЕЙКАМИ;11
700;01.15.02.06.02;ТЕТРАДЬ УЧЕНИЧЕСКАЯ ОБЩАЯ;15
701;01.11.06.02.01.07;МУФТЫ СТАЛЬНЫЕ;11
702;01.11.06.01.03;ТРУБЫ МЕТАЛЛОПЛАСТИКОВЫЕ;11
703;01.11.04.01.05;ЗАМКИ НАВЕСНЫЕ;11
704;01.20.06.01.09;КАСТРЮЛИ;20
705;01.11.02.01.18;НОЖНИЦЫ СЛЕСАРНЫЕ РУЧНЫЕ;11
706;01.02.10.43.70.05;GIARDIA LAMBLIA ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);2
707;01.02.10.43.03.02;СРЕДЫ РАЗЛИЧНОГО НАЗНАЧЕНИЯ ДЛЯ МИКРОБИОЛОГИЧЕСКИХ ИССЛЕДОВАНИЙ;2
708;01.11.03.12.01;ЛАМИНАТ;11
709;01.02.10.50.23.02;КОСТЮМЫ МЕДИЦИНСКИЕ МНОГОРАЗОВЫЕ;2
710;01.02.10.29.09;ТЕЛЕЖКА РАЗЛИЧНОГО НАЗНАЧЕНИЯ (МЕДИЦИНСКАЯ);2
711;01.11.02.06.01.06;ЛЕБЕДКИ, ТАЛИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ТАКЕЛАЖНОГО ОБОРУДОВАНИЯ;11
712;01.02.11.01.12.03.25;ДОЗАТОРЫ ЛАБОРАТОРНЫЕ;2
713;01.25.03.02.03;МАШИНЫ МОЕЧНЫЕ ВЫСОКОГО ДАВЛЕНИЯ;24
714;01.11.03.04.03.01;ПЕСОК КВАРЦЕВЫЙ;11
715;01.10.02.99;ЖИДКОСТИ ТЕХНОЛОГИЧЕСКИЕ ПРОЧИЕ;10
716;01.02.10.49.27.01;ЭЛЕКТРОД ИГОЛЬЧАТЫЙ ДЛЯ ЭЛЕКТРОМИОГРАФИИ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ;2
717;01.13.11.03.05.03.09;УСТРОЙСТВА УСИЛИТЕЛЬНО-АКУСТИЧЕСКИЕ;13
718;01.02.11.01.03.38.03;ТОНОМЕТР ОФТАЛЬМОЛОГИЧЕСКИЙ, РУЧНОЙ;2
719;01.11.01.06.10;ДАТЧИКИ;11
720;01.02.11.04.12.01.05;СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АНАЛИЗАТОРОВ БИОХИМИЧЕСКИХ;2
721;01.17.02;ЖИВОТНЫЕ;17
722;01.11.02.01.19;МОЛОТКИ ОТБОЙНЫЕ;11
723;01.02.11.01.05.10;ИЗМЕРИТЕЛИ АД;2
724;01.11.05.03.06;БЛОКИ СТЕНОВЫЕ ИЗ БЕТОНА;11
725;01.20.01.05.03;ФИЛЬТРЫ БЫТОВЫЕ ДЛЯ ВОДЫ И КОМПЛЕКТУЮЩИЕ К НИМ;20
726;01.13.07.05.03.01;ЩИТЫ РАСПРЕДЕЛИТЕЛЬНЫЕ;13
727;03.07.09.01;ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ МЕДИЦИНСКОГО ОБОРУДОВАНИЯ;60
728;01.19.10.01;ОДЕЖДА СПЕЦИАЛЬНАЯ ДЛЯ ЗАЩИТЫ ОТ ВОДЫ;19
729;01.02.11.04.17.07;ТЕЧЕИСКАТЕЛИ ЭНДОСКОПИЧЕСКИЕ;2
730;01.09.09.03;РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ВОДНОГО ТРАНСПОРТА;9
731;01.02.11.03.23;МЕБЕЛЬ ЛАБОРАТОРНАЯ МЕДИЦИНСКАЯ;2
732;01.02.11.01.13.02.08;АППАРАТЫ ЛАЗЕРНОЙ ТЕРАПИИ;2
733;01.11.07.07;СМЕСЬ БЕТОННАЯ ТОВАРНАЯ;11
734;01.08.02.11;СПОРТИВНАЯ ЭКИПИРОВКА ДЛЯ ВОДНЫХ ВИДОВ СПОРТА;8
735;01.11.02.06.01.99;УСТРОЙСТВА ДЛЯ ПЕРЕВОЗКИ, ПЕРЕНОСКИ ГРУЗОВ ПРОЧИЕ;11
736;01.11.01.11;ОБОРУДОВАНИЕ СТРОИТЕЛЬНОЕ ТЕХНОЛОГИЧЕСКОЕ;11
737;02.12.05.01.01;МОНТАЖ, УСТАНОВКА, СБОРКА БЫТОВЫХ КОНДИЦИОНЕРОВ;41
738;01.26.04.05;ГОТОВЫЕ РЕАКТИВЫ И РАСТВОРЫ ХИМИЧЕСКИХ ВЕЩЕСТВ;25
739;01.09.08.10.06.10;ГРУЗИКИ ДЛЯ БАЛАНСИРОВКИ КОЛЕС;9
740;01.03.02.08.02;КОМПЛЕКТУЮЩИЕ ДЛЯ ШЛАГБАУМОВ;3
741;01.11.01.08.02.02;ЗАЖИМЫ ВИНТОВЫЕ;11
742;01.01.01.13.02.03;ПЕРЕЦ ОБРАБОТАННЫЙ;1
743;01.02.10.54.03.03.01;ГЕЛЬ КОНТАКТНЫЙ, НЕСТЕРИЛЬНЫЙ;2
744;01.26.01.02.02.01;КИСЛОТА СОЛЯНАЯ;25
745;01.18.05.08;ТОРФ ДЛЯ ОЗЕЛЕНИТЕЛЬНЫХ РАБОТ;18
746;03.36.99;УСЛУГИ БЫТОВЫЕ ПРОЧИЕ;85
747;01.11.01.08.12.04;ПЕРЕКЛЮЧАТЕЛИ, РАЗЪЕДИНИТЕЛИ, РУБИЛЬНИКИ;11
748;01.02.10.48.19.20;РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ АСПИРАТОРОВ;2
749;01.09.08.10.05.03.01;ШИНЫ ПНЕВМАТИЧЕСКИЕ ДЛЯ ГРУЗОВЫХ АВТОМОБИЛЕЙ;9
750;01.11.01.07.01.09;НАСОСЫ ДРЕНАЖНЫЕ;11
751;01.15.01.01.01.01;БУМАГА ДЛЯ ОФИСНОЙ ТЕХНИКИ БЕЛАЯ;15
752;01.15.04.03.01;КАРАНДАШИ ЧЕРНОГРАФИТНЫЕ;15
753;01.10.04.03.04;БАТАРЕИ АККУМУЛЯТОРНЫЕ ЛИТИЙ-ИОННЫЕ;10
754;01.16.11.01.01;ВЕШАЛКИ ДЛЯ ОДЕЖДЫ МЕТАЛЛИЧЕСКИЕ;16
755;01.16.12.03;КРОВАТИ БЫТОВОГО НАЗНАЧЕНИЯ;16
756;01.20.03.04.03.04;ШВАБРЫ, СГОНЫ, СКРЕБКИ ДЛЯ УБОРКИ;20
757;01.13.17.11;СИСТЕМЫ ОХЛАЖДЕНИЯ ПРОЦЕССОРА;13
758;01.20.03.01;ПЫЛЕСОСЫ;20
759;01.15.05.03.02;КАРМАНЫ, ДЕРЖАТЕЛИ, ПОДСТАВКИ ИНФОРМАЦИОННЫЕ;15
760;01.11.08.02;ПЛИТЫ ОГНЕЗАЩИТНЫЕ;11
761;01.19.10.14;ОДЕЖДА СПЕЦИАЛЬНАЯ ДЛЯ ЗАЩИТЫ ОТ ТЕРМИЧЕСКИХ РИСКОВ ЭЛЕКТРИЧЕСКОЙ ДУГИ;19
762;01.19.04.06.08;ОБУВЬ СПЕЦИАЛЬНАЯ КОЖАНАЯ ДЛЯ ЗАЩИТЫ ОТ СКОЛЬЖЕНИЯ ПО ЗАЖИРЕННЫМ ПОВЕРХНОСТЯМ;19
763;01.11.03.14.10;ИЗДЕЛИЯ ГАБИОННЫЕ СЕТЧАТЫЕ;11
764;01.02.10.43.09.05.02.14;КОЛБА ПЛОСКОДОННАЯ (ТИП П);2
765;01.15.07.16;КИСТИ ХУДОЖЕСТВЕННЫЕ;15
766;01.10.05.02.03.01;ЛАМПЫ ЛЮМИНЕСЦЕНТНЫЕ;10
767;01.15.02.01;БЛОКНОТЫ;15
768;01.20.07.11.03.01.01;ПАКЕТЫ ПОЛИМЕРНЫЕ;20
769;01.11.09.01;ОГРАЖДЕНИЯ ИНВЕНТАРНЫЕ;11
770;01.02.10.12.01.12;САЛФЕТКА МАРЛЕВАЯ ТКАНАЯ;2
771;01.01.01.02.01.01;МУКА ПШЕНИЧНАЯ;1
772;01.20.03.04.06;РУКОЯТКИ ДЕРЕВЯННЫЕ ДЛЯ ИНВЕНТАРЯ;20
773;01.11.03.01.02.02.01.11;ПРОКАТ КВАДРАТНОГО СЕЧЕНИЯ;11
774;01.01.01.01.01;КРУПА ГРЕЧНЕВАЯ;1
775;01.11.02.10.02;МАТЕРИАЛЫ И ИЗДЕЛИЯ ШЛИФОВАЛЬНЫЕ НА ГИБКОЙ ОСНОВЕ;11
776;01.11.03.05.07;ПИГМЕНТЫ (КОЛЕРЫ), НАПОЛНИТЕЛИ;11
777;01.02.08;МЕДИЦИНСКОЕ БЕЛЬЕ;2
778;01.13.15.99;КОМПЛЕКТУЮЩИЕ ДЛЯ СЕТЕЙ И СИСТЕМ СВЯЗИ ПРОЧИЕ;13
779;01.11.03.01.02.02.99;МЕТАЛЛОПРОКАТ ИЗ ЧЕРНЫХ МЕТАЛЛОВ, КРОМЕ РЕЛЬСОВ, ПРОЧИЙ;11
780;01.15.03.14;ПАПКИ ДЕЛОВЫЕ;15
781;01.19.10.22;ФАРТУКИ ПРОФЕССИОНАЛЬНЫЕ;19
782;01.10.05.03.01.03;СВЕТИЛЬНИКИ СВЕТОДИОДНЫЕ ВНУТРЕННЕГО ОСВЕЩЕНИЯ;10
783;01.19.10.15;БЕЛЬЕ ДЛЯ СПЕЦОДЕЖДЫ НАТЕЛЬНОЕ, ДЛЯ ВЗРОСЛЫХ;19
784;01.01.15.01.13;СОКИ;1
785;01.10.06.06;ДИОКСИД УГЛЕРОДА (ГАЗ УГЛЕКИСЛЫЙ);10
786;03.07.04.99;ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ПРОЧЕГО ИНВЕНТАРЯ;60
787;01.11.06.01.02.01;ТРУБЫ НАПОРНЫЕ ИЗ ПОЛИЭТИЛЕНА;11
788;01.02.10.49.15;РАСХОДНЫЕ МАТЕРИАЛЫ К ЭЛЕКТРОХИРУРГИЧЕСКИМ ВЫСОКОЧАСТОТНЫМ АППАРАТАМ (ЭХВЧ);2
789;01.02.10.43.05.28;МИКРОПИПЕТКА МЕХАНИЧЕСКАЯ;2
790;01.02.10.42.10.07;ШПРИЦ ОБЩЕГО НАЗНАЧЕНИЯ;2
791;01.02.11.04.16;СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ОБОРУДОВАНИЯ ДЛЯ ОТОРИНОЛАРИНГОЛОГИИ;2
792;01.02.11.04.08.01.03;СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АППАРАТОВ ЭЛЕКТРОХИРУРГИЧЕСКИХ;2
793;01.02.11.03.08.01;СТУЛ ОБЩЕГО НАЗНАЧЕНИЯ;2
794;01.02.11.01.04.12.01;ПУЛЬСОКСИМЕТР;2
795;03.22.99;УСЛУГИ КОНСАЛТИНГОВЫЕ ПРОЧИЕ;73
796;01.11.01.10;СИСТЕМЫ ПАРКОВОЧНЫЕ МЕХАНИЗИРОВАННЫЕ И ИХ ЭЛЕМЕНТЫ;11
797;01.02.11.04.09.02;СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ВСПОМОГАТЕЛЬНОГО ОБОРУДОВАНИЯ ДЛЯ АНЕСТЕЗИОЛОГИЧЕСКОГО ОБЕСПЕЧЕНИЯ, ПОДДЕРЖКИ, ЗАМЕЩЕНИЯ И ВОССТАНОВЛЕНИЯ ФУНКЦИЙ ОРГАНОВ И СИСТЕМ;2
798;01.02.10.43.01.24;"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА ПРОИЗВОДСТВА ""RADIOMETER""";2
799;01.11.03.15.01;ЛЮКИ СМОТРОВЫХ КОЛОДЦЕВ ЧУГУННЫЕ;11
800;01.24.16.07.02.02;КЛЕЕНКИ СТОЛОВЫЕ;23
801;01.20.99.01.05.02;ВЕСЫ МЕХАНИЧЕСКИЕ БЫТОВЫЕ;20
802;01.11.01.04.11.04;ЛЕЙКИ ДУШЕВЫЕ;11
803;01.13.04.04.03;МЫШЬ КОМПЬЮТЕРНАЯ;13
804;01.16.28.03;ФУРНИТУРА ДЛЯ МЕБЕЛИ ДЕРЕВЯННАЯ, ПЛАСТИКОВАЯ;16
805;03.08.03.01.02.03;УСЛУГИ ПО ОБРАЩЕНИЮ С ПОРУБОЧНЫМИ И РАСТИТЕЛЬНЫМИ ОСТАТКАМИ;61
806;01.08.01.33.01;КОМПАСЫ;8
